id,observed_on,quality_grade,place_guess,latitude,longitude,private_latitude,private_longitude,scientific_name,common_name
10993035,2018-04-15,research,"Coyote Ridge Open Space Preserve, Santa Clara County, CA, USA",37.2202183333,-121.7029166667,,,Achyrachaena mollis,Blow Wives
10993036,2018-04-15,research,"Coyote Ridge Open Space Preserve, Santa Clara County, CA, USA",37.22458,-121.7089283333,,,Matricaria discoidea,pineapple-weed
10993038,2018-04-15,needs_id,"Coyote Ridge Open Space Preserve, Santa Clara County, CA, USA",37.22917,-121.7126666667,,,Allium serra,jeweled onion
10993040,2018-04-15,needs_id,"Coyote Ridge Open Space Preserve, Santa Clara County, CA, USA",37.2296233333,-121.7130333333,,,Grindelia camporum,Great Valley gumweed
11094986,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Layia platyglossa,tidy tips
11094987,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Eriodictyon californicum,California yerba santa
11094988,2017-04-16,needs_id,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Stachys,Hedgenettles
11094989,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Lasthenia californica,California goldfields
11094990,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Acmispon wrangelianus,Chile trefoil
11094991,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Brodiaea terrestris,Dwarf Brodiaea
11094992,2017-04-16,needs_id,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Delphinium variegatum,royal larkspur
11094993,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Wyethia angustifolia,narrowleaf mule-ears
11094994,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4646398388,-122.2865867615,,,Linum bienne,Pale flax
11094995,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4728566667,-122.2807016667,,,Trifolium campestre,hop trefoil
11094996,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4682816667,-122.277975,,,Lithophragma heterophyllum,hillside woodland star
11094997,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4694416667,-122.281755,,,Sidalcea malviflora,Dwarf Checkermallow
11094998,2017-04-16,research,"Edgewood Park and Natural Preserve, San Mateo County, CA, USA",37.4693233333,-122.28205,,,Taraxia ovata,Sun Cup
11155691,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5057733333,-121.81544,,,Silybum marianum,milk thistle
11155692,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.50579,-121.815515,,,Erodium moschatum,musk stork's-bill
11155693,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.50579,-121.8155166667,,,Erodium botrys,Mediterranean Stork's-bill
11155695,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.505745,-121.8156,,,Lupinus succulentus,arroyo lupine
11155697,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5057483333,-121.8156183333,,,Crepis vesicaria taraxacifolia,Beaked Hawk's-beard
11155698,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.506055,-121.8023416667,,,Dichelostemma congestum,Ookow
11155699,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5061833333,-121.8133666667,,,Solanum umbelliferum,bluewitch nightshade
11155700,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5060116667,-121.8136533333,,,Toxicodendron diversilobum,Pacific poison oak
11155701,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5081016667,-121.8122266667,,,Diplacus aurantiacus,orange bush monkeyflower
11155703,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5080733333,-121.81218,,,Artemisia californica,California sagebrush
11155704,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.508115,-121.8121433333,,,Lamarckia aurea,goldentop grass
11155705,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5081066667,-121.8121133333,,,Lysimachia arvensis,scarlet pimpernel
11155706,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5081083333,-121.8120833333,,,Marah fabacea,California manroot
11155707,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5081816667,-121.811665,,,Calystegia purpurata,Pacific False Bindweed
11155708,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5086683333,-121.8103766667,,,Lomatium,Biscuitroots
11155709,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.50867,-121.8103766667,,,Trifolium willdenovii,tomcat clover
11155711,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5104966667,-121.809145,,,Sambucus cerulea,blue elder
11155712,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5105166667,-121.8091766667,,,Eschscholzia californica,California poppy
11155713,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.51176,-121.8105066667,,,Matricaria discoidea,pineapple-weed
11155714,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.51182,-121.810515,,,Crepis,Hawksbeard
11155716,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5188533333,-121.8100033333,,,Sidalcea malviflora,Dwarf Checkermallow
11155718,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.51882,-121.8099983333,,,Viola pedunculata,California Golden Violet
11155719,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.520655,-121.809445,,,Amsinckia,Fiddlenecks
11155720,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.522015,-121.8085716667,,,Lupinus formosus,Summer Lupine
11155721,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.536205,-121.8329383333,,,Castilleja exserta,purple owl's-clover
11155723,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5361883333,-121.8331233333,,,Lysimachia arvensis,scarlet pimpernel
11155724,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5402733333,-121.8298166667,,,Lupinus bicolor,Miniature Lupine
11155725,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.540275,-121.8298166667,,,Sherardia arvensis,Field madder
11155728,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5408983333,-121.8287983333,,,Medicago polymorpha,bur clover
11155730,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5412716667,-121.8281916667,,,Geranium dissectum,Cut-leaved crane's-bill
11155731,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5412866667,-121.8281833333,,,Erodium cicutarium,common stork's-bill
11155732,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5413333333,-121.8281583333,,,Trifolium albopurpureum,Rancheria clover
11155733,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5414766667,-121.8280716667,,,Vicia villosa,hairy vetch
11155734,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.54238,-121.8268133333,,,Lepidium nitidum,Shining Pepperweed
11155735,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5445383333,-121.827865,,,Triphysaria eriantha eriantha,butter-and-eggs
11155736,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5473,-121.8297916667,,,Dichelostemma capitatum,Blue Dicks
11155738,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.547405,-121.83007,,,Geranium molle,Dove's-foot crane's-bill
11155739,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.547575,-121.8302266667,,,Lithophragma affine,San Francisco woodland-star
11155740,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5475666667,-121.83024,,,Delphinium hesperium,Foothill Larkspur
11155741,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5475416667,-121.8302783333,,,Collinsia heterophylla,Purple Chinese Houses
11155742,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5475383333,-121.8303933333,,,Castilleja affinis,coast Indian paintbrush
11155743,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.54794,-121.8311316667,,,Sisyrinchium bellum,western blue-eyed grass
11155745,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.547955,-121.8311283333,,,Erodium cicutarium,common stork's-bill
11155746,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5466516667,-121.8336916667,,,Conium maculatum,poison hemlock
11155747,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5477466667,-121.836315,,,Claytonia perfoliata,miner's lettuce
11155749,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.54787,-121.837845,,,Eschscholzia californica,California poppy
11155750,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5479716667,-121.8378033333,,,Lupinus albifrons,Silver Lupine
11155751,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5482616667,-121.8382983333,,,Gilia tricolor,bird's-eye gilia
11155752,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.54812,-121.838595,,,Hypochaeris radicata,Common Cat's-ear
11155753,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.548545,-121.842025,,,Castilleja exserta,purple owl's-clover
11155754,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.547215,-121.8417716667,,,Vicia sativa,Common Vetch
11155758,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5320166667,-121.8240416667,,,Pholistoma auritum,Fiesta Flower
11155759,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.532295,-121.8235183333,,,Collinsia heterophylla,Purple Chinese Houses
11155760,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.53229,-121.82353,,,Trifolium willdenovii,tomcat clover
11155761,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5323016667,-121.8235083333,,,Plectritis macrocera,Longhorn Seablush
11155762,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.531745,-121.8119016667,,,Ranunculus californicus,California buttercup
11155763,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5317333333,-121.8124433333,,,Taraxacum officinale,common dandelion
11155764,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5306833333,-121.8143,,,Sanicula bipinnatifida,Purple Sanicle
11155765,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5293633333,-121.8198816667,,,Lomatium utriculatum,Foothill desert-parsley
11155766,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5286233333,-121.8206216667,,,Lysimachia arvensis,scarlet pimpernel
11155767,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.52858,-121.8213583333,,,Wyethia helenioides,Gray Mule-Ears
11155768,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5286433333,-121.821575,,,Plagiobothrys nothofulvus,Rusty Popcornflower
11155769,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5287216667,-121.8232766667,,,Castilleja affinis,coast Indian paintbrush
11224434,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Rubus ursinus,California Blackberry
11224435,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Myosotis latifolia,broadleaf forget-me-not
11224436,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Iris,Irises
11224437,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Eschscholzia californica,California poppy
11224438,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Sisyrinchium bellum,western blue-eyed grass
11224439,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Drymocallis glandulosa,sticky cinquefoil
11224440,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Plantago lanceolata,ribwort plantain
11224441,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Stachys bullata,California Hedge Nettle
11224442,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Heracleum maximum,common cowparsnip
11224444,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Ceanothus thyrsiflorus,blueblossom
11224445,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Stachys bullata,California Hedge Nettle
11224446,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Aquilegia formosa,western columbine
11224448,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Clintonia andrewsiana,Andrews' Clintonia
11224450,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Viola glabella,stream violet
11224451,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Oxalis oregana,redwood sorrel
11224452,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Cardamine californica,milkmaids
11224454,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Vinca major,greater periwinkle
11224455,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",37.4382097175,-122.349104227,,,Rubus parviflorus,thimbleberry
11239719,2016-04-19,research,"Yosemite National Park, Mariposa County, CA, USA",37.7526653864,-119.6018028259,,,Lupinus albifrons,Silver Lupine
11239721,2016-04-19,needs_id,"Yosemite National Park, Mariposa County, CA, USA",37.7588491425,-119.5997536182,,,Arctostaphylos viscida,Whiteleaf Manzanita
11241269,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5322816667,-121.8235416667,,,Wyethia glabra,smooth mule-ears
11256662,2017-04-19,research,"Coyote Creek multi-use path, San Jose, CA, USA",37.1854533333,-121.699195,,,Eschscholzia californica,California poppy
11256663,2017-04-19,research,"Coyote Creek multi-use path, San Jose, CA, USA",37.18553,-121.6991316667,,,Silybum marianum,milk thistle
11256664,2017-04-19,research,"Coyote Creek multi-use path, San Jose, CA, USA",37.17379,-121.6839183333,,,Raphanus sativus,wild radish
11256665,2017-04-19,needs_id,"Coyote Creek multi-use path, San Jose, CA, USA",37.1739166667,-121.68393,,,Brassicaceae,mustard family
11256666,2017-04-19,needs_id,"Coyote Creek multi-use path, San Jose, CA, USA",37.1747783333,-121.683925,,,Cistus,Shrubby Rock-roses
11256667,2017-04-19,research,"Coyote Creek multi-use path, San Jose, CA, USA",37.1747683333,-121.6839433333,,,Vicia villosa,hairy vetch
11275271,2015-04-19,research,"Butano State Park, San Mateo County, CA, USA",37.2141986038,-122.2999978065,,,Dendromecon rigida,Bush Poppy
11351211,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.185995,-121.54653,,,Eschscholzia californica,California poppy
11351212,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.186965,-121.5456883333,,,Collinsia heterophylla,Purple Chinese Houses
11351213,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1868016667,-121.545985,,,Geranium molle,Dove's-foot crane's-bill
11351215,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.1860133333,-121.5418383333,,,Dichelostemma,Wild hyacinths
11351216,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1859783333,-121.5417916667,,,Clarkia affinis,Chaparral Clarkia
11351217,2018-04-22,research,"Santa Clara County, US-CA, US",37.0768251838,-121.4687736807,37.185935,-121.5417633333,Leptosiphon grandiflorus,large-flowered leptosiphon
11351220,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.19256,-121.5338683333,,,Primula hendersonii,Henderson's shooting star
11351221,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.1860033333,-121.5387433333,,,Delphinium patens,Zigzag Larkspur
11351222,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.192615,-121.53377,,,Adelinia grande,Pacific hound's tongue
11351223,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1937833333,-121.5344933333,,,Lupinus microcarpus,Chick Lupine
11351224,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1958766667,-121.5333616667,,,Iris macrosiphon,Bowltube Iris
11351225,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1949033333,-121.5318933333,,,Solanum umbelliferum,bluewitch nightshade
11351227,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.19428,-121.5273166667,,,Ericameria arborescens,Golden-fleece
11351228,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1943133333,-121.5273066667,,,Acmispon parviflorus,Short-flower Deervetch
11351230,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1951483333,-121.527665,,,Carduus pycnocephalus,Italian thistle
11351231,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.1956133333,-121.5279116667,,,Lupinus,lupines
11351232,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1974716667,-121.52954,,,Lupinus bicolor,Miniature Lupine
11351234,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1985433333,-121.530635,,,Pedicularis densiflora,Indian Warrior
11351235,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.2020066667,-121.5331616667,,,Trifolium willdenovii,tomcat clover
11351236,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.2027083333,-121.53549,,,Amsinckia menziesii intermedia,Rancher's fiddleneck
11351237,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.2046883333,-121.537905,,,Castilleja exserta,purple owl's-clover
11351239,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.2059383333,-121.5399183333,,,Achillea millefolium,common yarrow
11351241,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.2034166667,-121.5456216667,,,Lysimachia arvensis,scarlet pimpernel
11351249,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.2017683333,-121.5458616667,,,Quercus kelloggii,California black oak
11351251,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.199935,-121.542305,,,Aquilegia formosa,western columbine
11351252,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.200595,-121.5393883333,,,Apiaceae,carrot family
11351254,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.18771,-121.5368866667,,,Gilia achilleifolia,California gilia
11351256,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.1880216667,-121.543725,,,Stachys bullata,California Hedge Nettle
11399038,2017-04-23,research,"Santa Teresa County Park, San Jose, CA, USA",37.218655,-121.7918633333,,,Triteleia laxa,Ithuriel's Spear
11399040,2017-04-23,needs_id,"Santa Teresa County Park, San Jose, CA, USA",37.2189083333,-121.7977116667,,,Acmispon wrangelianus,Chile trefoil
11399041,2017-04-23,research,"Santa Teresa County Park, San Jose, CA, USA",37.2040666667,-121.80628,,,Eschscholzia californica,California poppy
11399042,2017-04-23,research,"Santa Teresa County Park, San Jose, CA, USA",37.2040666667,-121.80628,,,Artemisia californica,California sagebrush
11399500,2016-04-24,needs_id,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",37.1097500998,-121.5614891052,,,Layia,Tidytips
11399501,2016-04-24,research,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",37.1097500998,-121.5614891052,,,Silybum marianum,milk thistle
11399502,2016-04-24,needs_id,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",37.1097500998,-121.5614891052,,,Rosa californica,California Wild Rose
11399504,2016-04-24,research,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",37.1097500998,-121.5614891052,,,Triteleia laxa,Ithuriel's Spear
11399506,2016-04-24,research,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",37.1097500998,-121.5614891052,,,Vicia villosa,hairy vetch
11428104,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Triteleia laxa,Ithuriel's Spear
11428105,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Wyethia angustifolia,narrowleaf mule-ears
11428106,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Castilleja affinis,coast Indian paintbrush
11428107,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Calochortus albus,White Globe Lily
11428108,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Dichelostemma capitatum,Blue Dicks
11428109,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Stachys bullata,California Hedge Nettle
11428110,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Diplacus aurantiacus,orange bush monkeyflower
11428111,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Monardella villosa,Coyote Mint
11428113,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Grindelia camporum,Great Valley gumweed
11428115,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Clarkia,
11428119,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Corethrogyne filaginifolia,California Aster
11428120,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Eschscholzia californica,California poppy
11428122,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Calochortus venustus,Butterfly Mariposa Lily
11428123,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Calystegia purpurata,Pacific False Bindweed
11428124,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Acmispon glaber,deerweed
11428125,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Clarkia,
11428126,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Sisyrinchium bellum,western blue-eyed grass
11428127,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Erodium botrys,Mediterranean Stork's-bill
11428128,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Achyrachaena mollis,Blow Wives
11428129,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",37.5148824016,-121.814327787,,,Lupinus succulentus,arroyo lupine
11554936,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.457995,-122.2878483333,,,Erodium botrys,Mediterranean Stork's-bill
11554937,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.45799,-122.28787,,,Erodium cicutarium,common stork's-bill
11554938,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4579766667,-122.28795,,,Trifolium glomeratum,Clustered clover
11554940,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4580466667,-122.2879466667,,,Trifolium campestre,hop trefoil
11554942,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4582083333,-122.2879283333,,,Hypochaeris radicata,Common Cat's-ear
11554945,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4583316667,-122.2880233333,,,Trifolium dubium,Lesser hop trefoil
11554946,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4584566667,-122.2880716667,,,Rubus ursinus,California Blackberry
11554950,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.458515,-122.288105,,,Linum bienne,Pale flax
11554952,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4585766667,-122.2881516667,,,Lysimachia arvensis,scarlet pimpernel
11554953,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4579866667,-122.2879133333,,,Hordeum murinum,wall barley
11554956,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4589183333,-122.288035,,,Trifolium hirtum,Rose Clover
11554957,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.45899,-122.288045,,,Sisyrinchium bellum,western blue-eyed grass
11554958,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4589733333,-122.2880083333,,,Melilotus indicus,small melilot
11554961,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4590266667,-122.287945,,,Lysimachia arvensis,scarlet pimpernel
11554963,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4590383333,-122.2879316667,,,Matricaria discoidea,pineapple-weed
11554964,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.4595666667,-122.28794,,,Dichelostemma congestum,Ookow
11554965,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.459565,-122.28791,,,Acmispon wrangelianus,Chile trefoil
11554967,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.45957,-122.2877916667,,,Sonchus asper,prickly sowthistle
11554969,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",37.459545,-122.287745,,,Layia platyglossa,tidy tips
