id,observed_on,quality_grade,place_guess,private_place_guess,scientific_name,common_name,taxon_id,taxon_kingdom_name,taxon_family_name
11155736,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Dichelostemma capitatum,Blue Dicks,50654,Plantae,Asparagaceae
11155738,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Geranium molle,Dove's-foot crane's-bill,53076,Plantae,Geraniaceae
11155739,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Lithophragma affine,San Francisco woodland-star,50803,Plantae,Saxifragaceae
11155740,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Delphinium hesperium,Foothill Larkspur,59977,Plantae,Ranunculaceae
11155741,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Collinsia heterophylla,Purple Chinese Houses,47325,Plantae,Plantaginaceae
11155742,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Castilleja affinis,coast Indian paintbrush,50042,Plantae,Orobanchaceae
11155743,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Sisyrinchium bellum,western blue-eyed grass,49918,Plantae,Iridaceae
11155745,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Erodium cicutarium,common stork's-bill,47687,Plantae,Geraniaceae
11155746,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Conium maculatum,poison hemlock,52998,Plantae,Apiaceae
11155747,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Claytonia perfoliata,miner's lettuce,52994,Plantae,Montiaceae
11155749,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
11155750,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Lupinus albifrons,Silver Lupine,51691,Plantae,Fabaceae
11155751,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Gilia tricolor,bird's-eye gilia,50832,Plantae,Polemoniaceae
11155752,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Hypochaeris radicata,Common Cat's-ear,53104,Plantae,Asteraceae
11155753,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Castilleja exserta,purple owl's-clover,49343,Plantae,Orobanchaceae
11155754,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Vicia sativa,Common Vetch,53324,Plantae,Fabaceae
11155755,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
11155757,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Meleagris gallopavo,Wild Turkey,906,Animalia,Phasianidae
11155758,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Pholistoma auritum,Fiesta Flower,55437,Plantae,Boraginaceae
11155759,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Collinsia heterophylla,Purple Chinese Houses,47325,Plantae,Plantaginaceae
11155760,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Trifolium willdenovii,tomcat clover,57081,Plantae,Fabaceae
11155761,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Plectritis macrocera,Longhorn Seablush,57287,Plantae,Caprifoliaceae
11155762,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Ranunculus californicus,California buttercup,52173,Plantae,Ranunculaceae
11155763,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Asteraceae,"sunflowers, daisies, asters, and allies",47604,Plantae,Asteraceae
11155764,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Sanicula bipinnatifida,Purple Sanicle,56840,Plantae,Apiaceae
11155765,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Lomatium utriculatum,Foothill desert-parsley,56827,Plantae,Apiaceae
11155766,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Lysimachia arvensis,scarlet pimpernel,791928,Plantae,Primulaceae
11155767,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Wyethia helenioides,Gray Mule-Ears,50799,Plantae,Asteraceae
11155768,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Plagiobothrys nothofulvus,Rusty Popcornflower,56990,Plantae,Boraginaceae
11155769,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Castilleja affinis,coast Indian paintbrush,50042,Plantae,Orobanchaceae
11155770,2018-04-18,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Meleagris gallopavo,Wild Turkey,906,Animalia,Phasianidae
11224434,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Rubus ursinus,California Blackberry,53445,Plantae,Rosaceae
11224435,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Myosotis latifolia,broadleaf forget-me-not,49132,Plantae,Boraginaceae
11224436,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Iris,Irises,47780,Plantae,Iridaceae
11224437,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
11224438,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Sisyrinchium bellum,western blue-eyed grass,49918,Plantae,Iridaceae
11224439,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Drymocallis glandulosa,sticky cinquefoil,76716,Plantae,Rosaceae
11224440,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Plantago lanceolata,ribwort plantain,53178,Plantae,Plantaginaceae
11224441,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Stachys bullata,California Hedge Nettle,58930,Plantae,Lamiaceae
11224442,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Heracleum maximum,common cowparsnip,53094,Plantae,Apiaceae
11224444,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Ceanothus thyrsiflorus,blueblossom,56617,Plantae,Rhamnaceae
11224445,2016-04-17,needs_id,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Stachys bullata,California Hedge Nettle,58930,Plantae,Lamiaceae
11224446,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Aquilegia formosa,western columbine,48244,Plantae,Ranunculaceae
11224448,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Clintonia andrewsiana,Andrews' Clintonia,51647,Plantae,Liliaceae
11224450,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Viola glabella,stream violet,71113,Plantae,Violaceae
11224451,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Oxalis oregana,redwood sorrel,47757,Plantae,Oxalidaceae
11224452,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
11224454,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Vinca major,greater periwinkle,53326,Plantae,Apocynaceae
11224455,2016-04-17,research,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Rubus parviflorus,thimbleberry,51646,Plantae,Rosaceae
11239717,2016-04-19,research,"Vernal Falls overlook, Yosemite National Park, Mariposa County, CA, USA",,Cyanocitta stelleri,Steller's Jay,8234,Animalia,Corvidae
11239718,2016-04-19,research,"Yosemite National Park, Mariposa County, CA, USA",,Sceloporus occidentalis,Western Fence Lizard,36204,Animalia,Phrynosomatidae
11239719,2016-04-19,research,"Yosemite National Park, Mariposa County, CA, USA",,Lupinus albifrons,Silver Lupine,51691,Plantae,Fabaceae
11239721,2016-04-19,needs_id,"Yosemite National Park, Mariposa County, CA, USA",,Arctostaphylos viscida,Whiteleaf Manzanita,55135,Plantae,Ericaceae
11241269,2018-04-18,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Wyethia glabra,smooth mule-ears,56988,Plantae,Asteraceae
11256662,2017-04-19,research,"Coyote Creek multi-use path, San Jose, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
11256663,2017-04-19,research,"Coyote Creek multi-use path, San Jose, CA, USA",,Silybum marianum,milk thistle,52586,Plantae,Asteraceae
11256664,2017-04-19,research,"Coyote Creek multi-use path, San Jose, CA, USA",,Raphanus sativus,wild radish,55410,Plantae,Brassicaceae
11256665,2017-04-19,needs_id,"Coyote Creek multi-use path, San Jose, CA, USA",,Brassicaceae,mustard family,47204,Plantae,Brassicaceae
11256666,2017-04-19,needs_id,"Coyote Creek multi-use path, San Jose, CA, USA",,Cistus,Shrubby Rock-roses,64322,Plantae,Cistaceae
11256667,2017-04-19,research,"Coyote Creek multi-use path, San Jose, CA, USA",,Vicia villosa,hairy vetch,57317,Plantae,Fabaceae
11274731,2013-04-13,research,"Pinnacles National Park, San Benito County, CA, USA",,Pituophis catenifer,Gopher Snake,29044,Animalia,Colubridae
11275271,2015-04-19,research,"Butano State Park, San Mateo County, CA, USA",,Dendromecon rigida,Bush Poppy,58224,Plantae,Papaveraceae
11275273,2015-04-19,needs_id,"Butano State Park, San Mateo County, CA, USA",,Ariolimax,Banana Slugs,47777,Animalia,Ariolimacidae
11275274,2015-04-19,research,"Butano State Park, San Mateo County, CA, USA",,Taricha torosa,California Newt,27818,Animalia,Salamandridae
11351211,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
11351212,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Collinsia heterophylla,Purple Chinese Houses,47325,Plantae,Plantaginaceae
11351213,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Geranium molle,Dove's-foot crane's-bill,53076,Plantae,Geraniaceae
11351215,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Dichelostemma,Wild hyacinths,50653,Plantae,Asparagaceae
11351216,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Clarkia affinis,Chaparral Clarkia,58943,Plantae,Onagraceae
11351217,2018-04-22,research,"Santa Clara County, US-CA, US","Henry Coe State Park, Santa Clara County, CA, USA",Leptosiphon grandiflorus,large-flowered leptosiphon,77688,Plantae,Polemoniaceae
11351220,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Primula hendersonii,Henderson's shooting star,487175,Plantae,Primulaceae
11351221,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Delphinium patens,Zigzag Larkspur,57237,Plantae,Ranunculaceae
11351222,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
11351223,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Lupinus microcarpus,Chick Lupine,57069,Plantae,Fabaceae
11351224,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Iris macrosiphon,Bowltube Iris,54057,Plantae,Iridaceae
11351225,2018-04-22,research,"Santa Clara County, US-CA, US","Henry Coe State Park, Santa Clara County, CA, USA",Solanum umbelliferum,bluewitch nightshade,50639,Plantae,Solanaceae
11351226,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Adelpha californica,California Sister,67560,Animalia,Nymphalidae
11351227,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Ericameria arborescens,Golden-fleece,63924,Plantae,Asteraceae
11351228,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Acmispon parviflorus,Short-flower Deervetch,57048,Plantae,Fabaceae
11351230,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Carduus pycnocephalus,Italian thistle,52990,Plantae,Asteraceae
11351231,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Lupinus,lupines,47121,Plantae,Fabaceae
11351232,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Lupinus bicolor,Miniature Lupine,50614,Plantae,Fabaceae
11351233,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Crotalus oreganus oreganus,Northern Pacific Rattlesnake,48267,Animalia,Viperidae
11351234,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Pedicularis densiflora,Warrior's Plume,49645,Plantae,Orobanchaceae
11351235,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Trifolium willdenovii,tomcat clover,57081,Plantae,Fabaceae
11351236,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Amsinckia menziesii intermedia,Rancher's fiddleneck,49141,Plantae,Boraginaceae
11351237,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Castilleja exserta,purple owl's-clover,49343,Plantae,Orobanchaceae
11351239,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Achillea millefolium,common yarrow,52821,Plantae,Asteraceae
11351240,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Melanerpes formicivorus,Acorn Woodpecker,18209,Animalia,Picidae
11351241,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Lysimachia arvensis,scarlet pimpernel,791928,Plantae,Primulaceae
11351243,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Lithobates catesbeianus,American Bullfrog,65979,Animalia,Ranidae
11351244,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Micropterus salmoides,Largemouth Bass,49587,Animalia,Centrarchidae
11351245,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Thamnophis atratus zaxanthus,Diablo Range Garter Snake,28421,Animalia,Colubridae
11351249,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Quercus kelloggii,California black oak,49919,Plantae,Fagaceae
11351251,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Aquilegia formosa,western columbine,48244,Plantae,Ranunculaceae
11351252,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Apiaceae,carrot family,48699,Plantae,Apiaceae
11351254,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Gilia achilleifolia,California gilia,51098,Plantae,Polemoniaceae
11351255,2018-04-22,research,"Henry Coe State Park, Santa Clara County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
11351256,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Stachys bullata,California Hedge Nettle,58930,Plantae,Lamiaceae
11351257,2018-04-22,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",,Anthrenus,Carpet Beetles,120114,Animalia,Dermestidae
11399038,2017-04-23,research,"Santa Teresa County Park, San Jose, CA, USA",,Triteleia laxa,Ithuriel's Spear,51085,Plantae,Asparagaceae
11399039,2017-04-23,research,"Santa Teresa County Park, San Jose, CA, USA",,Dasymutilla aureola,,119733,Animalia,Mutillidae
11399040,2017-04-23,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Acmispon wrangelianus,Chile trefoil,57050,Plantae,Fabaceae
11399041,2017-04-23,research,"Santa Teresa County Park, San Jose, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
11399042,2017-04-23,research,"Santa Teresa County Park, San Jose, CA, USA",,Artemisia californica,California sagebrush,53357,Plantae,Asteraceae
11399500,2016-04-24,research,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",,Layia platyglossa,tidy tips,50876,Plantae,Asteraceae
11399501,2016-04-24,research,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",,Silybum marianum,milk thistle,52586,Plantae,Asteraceae
11399502,2016-04-24,needs_id,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",,Rosa californica,California Wild Rose,53437,Plantae,Rosaceae
11399504,2016-04-24,research,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",,Triteleia laxa,Ithuriel's Spear,51085,Plantae,Asparagaceae
11399505,2016-04-24,research,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
11399506,2016-04-24,research,"Coyote Lake Harvey Bear Ranch County Park, Santa Clara County, CA, USA",,Vicia villosa,hairy vetch,57317,Plantae,Fabaceae
11428104,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Triteleia laxa,Ithuriel's Spear,51085,Plantae,Asparagaceae
11428105,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Wyethia angustifolia,narrowleaf mule-ears,56987,Plantae,Asteraceae
11428106,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Castilleja affinis,coast Indian paintbrush,50042,Plantae,Orobanchaceae
11428107,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Calochortus albus,White Globe Lily,51315,Plantae,Liliaceae
11428108,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Dichelostemma congestum,Ookow,56593,Plantae,Asparagaceae
11428109,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Stachys bullata,California Hedge Nettle,58930,Plantae,Lamiaceae
11428110,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
11428111,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Monardella villosa,Coyote Mint,52181,Plantae,Lamiaceae
11428113,2015-04-26,needs_id,"California, US","Sunol Regional Wilderness, Alameda County, CA, USA",Grindelia hirsutula,hairy gumweed,55364,Plantae,Asteraceae
11428115,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Clarkia,,47789,Plantae,Onagraceae
11428119,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Corethrogyne filaginifolia,California Aster,58014,Plantae,Asteraceae
11428120,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
11428121,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
11428122,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Calochortus venustus,Butterfly Mariposa Lily,53902,Plantae,Liliaceae
11428123,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Calystegia purpurata,Pacific False Bindweed,61319,Plantae,Convolvulaceae
11428124,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Acmispon glaber,deerweed,53134,Plantae,Fabaceae
11428125,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Clarkia,,47789,Plantae,Onagraceae
11428126,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Sisyrinchium bellum,western blue-eyed grass,49918,Plantae,Iridaceae
11428127,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Erodium botrys,Mediterranean Stork's-bill,57090,Plantae,Geraniaceae
11428128,2015-04-26,research,"Sunol Regional Wilderness, Alameda County, CA, USA",,Achyrachaena mollis,Blow Wives,56852,Plantae,Asteraceae
11428129,2015-04-26,needs_id,"Sunol Regional Wilderness, Alameda County, CA, USA",,Lupinus succulentus,arroyo lupine,56759,Plantae,Fabaceae
11554936,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Erodium botrys,Mediterranean Stork's-bill,57090,Plantae,Geraniaceae
11554937,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Erodium cicutarium,common stork's-bill,47687,Plantae,Geraniaceae
11554938,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Trifolium glomeratum,Clustered clover,61021,Plantae,Fabaceae
11554940,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Trifolium campestre,hop trefoil,57076,Plantae,Fabaceae
11554942,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Hypochaeris radicata,Common Cat's-ear,53104,Plantae,Asteraceae
11554945,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Trifolium dubium,Lesser hop trefoil,53313,Plantae,Fabaceae
11554946,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Rubus ursinus,California Blackberry,53445,Plantae,Rosaceae
11554950,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Linum bienne,Pale flax,55679,Plantae,Linaceae
11554952,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Lysimachia arvensis,scarlet pimpernel,791928,Plantae,Primulaceae
11554953,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Hordeum murinum,wall barley,52796,Plantae,Poaceae
11554956,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Trifolium hirtum,Rose Clover,57078,Plantae,Fabaceae
11554957,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Sisyrinchium bellum,western blue-eyed grass,49918,Plantae,Iridaceae
11554958,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Melilotus indicus,small melilot,57065,Plantae,Fabaceae
11554961,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Lysimachia arvensis,scarlet pimpernel,791928,Plantae,Primulaceae
11554963,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Matricaria discoidea,pineapple-weed,52992,Plantae,Asteraceae
11554964,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Dichelostemma congestum,Ookow,56593,Plantae,Asparagaceae
11554965,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Acmispon wrangelianus,Chile trefoil,57050,Plantae,Fabaceae
11554967,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Sonchus asper,prickly sowthistle,53269,Plantae,Asteraceae
11554969,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Layia platyglossa,tidy tips,50876,Plantae,Asteraceae
11554970,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Clarkia purpurea quadrivulnera,four-spot,57146,Plantae,Onagraceae
11554977,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Lupinus bicolor,Miniature Lupine,50614,Plantae,Fabaceae
11554978,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Bellardia trixago,Mediterranean lineseed,51286,Plantae,Orobanchaceae
11554979,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Avena,Oats,52697,Plantae,Poaceae
11554981,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Toxicodendron diversilobum,Pacific poison oak,51080,Plantae,Anacardiaceae
11554982,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Dichelostemma,Wild hyacinths,50653,Plantae,Asparagaceae
11554983,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
11554984,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Achillea millefolium,common yarrow,52821,Plantae,Asteraceae
11554986,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Triteleia laxa,Ithuriel's Spear,51085,Plantae,Asparagaceae
11554987,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Trifolium willdenovii,tomcat clover,57081,Plantae,Fabaceae
11554988,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Calystegia subacaulis subacaulis,,57014,Plantae,Convolvulaceae
11554990,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Madia gracilis,grassy tarweed,53135,Plantae,Asteraceae
11554991,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Eriodictyon californicum,California yerba santa,57095,Plantae,Boraginaceae
11554994,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Silene gallica,Small-flowered Catchfly,53212,Plantae,Caryophyllaceae
11554995,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Lomatium dasycarpum,woollyfruit desertparsley,56825,Plantae,Apiaceae
11554998,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
11554999,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Clarkia purpurea,Winecup Clarkia,51087,Plantae,Onagraceae
11555002,2018-04-27,research,"California, US","Edgewood Park & Natural Preserve, San Mateo County, CA, USA",Solanum umbelliferum,bluewitch nightshade,50639,Plantae,Solanaceae
11555003,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Lasthenia californica,California goldfields,50987,Plantae,Asteraceae
11555005,2018-04-27,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Castilleja densiflora,Denseflower Indian Paintbrush,55508,Plantae,Orobanchaceae
11555007,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Coleoptera,Beetles,47208,Animalia,
11556588,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Plagiobothrys nothofulvus,Rusty Popcornflower,56990,Plantae,Boraginaceae
11556589,2018-04-27,research,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Brodiaea terrestris,Dwarf Brodiaea,57128,Plantae,Asparagaceae
11556590,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Delphinium variegatum,royal larkspur,50632,Plantae,Ranunculaceae
11556594,2018-04-27,research,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Micropus californicus,Q-tips,56975,Plantae,Asteraceae
11556595,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Flavoparmelia,greenshield lichens,117951,Fungi,Parmeliaceae
11556596,2018-04-27,research,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Lysimachia arvensis,scarlet pimpernel,791928,Plantae,Primulaceae
11556597,2018-04-27,needs_id,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Erodium cicutarium,common stork's-bill,47687,Plantae,Geraniaceae
11556600,2018-04-27,research,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Geranium dissectum,Cut-leaved crane's-bill,53075,Plantae,Geraniaceae
11556601,2018-04-27,research,"Edgewood Park & Natural Preserve, Redwood City, CA, USA",,Plantago lanceolata,ribwort plantain,53178,Plantae,Plantaginaceae
